CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3877977,3881988,276,426,246,426,1,34
3881988,3877977,277,430,246,426,1,34
3877977,3882949,276,426,246,426,1,34
3882949,3877977,273,434,246,426,1,34
3877977,3883251,276,426,246,426,1,34
3883251,3877977,273,427,246,426,1,34
3877977,3883470,276,426,246,426,1,34
3883470,3877977,273,427,246,426,1,34
3877977,3883881,276,426,246,426,1,34
3883881,3877977,277,431,246,426,1,34
3877977,3883931,276,426,246,426,1,34
3883931,3877977,277,431,246,426,1,34
3877977,3885778,276,426,246,426,1,34
3885778,3877977,277,433,246,426,1,34
3877977,0,276,426,0,0,1,482
0,3877977,0,0,246,426,1,482
3881988,3877977,277,430,246,426,1,34
3877977,3881988,276,426,246,426,1,34
3881988,3882949,277,430,246,426,1,34
3882949,3881988,273,434,246,426,1,34
3881988,3883251,277,430,246,426,1,34
3883251,3881988,273,427,246,426,1,34
3881988,3883470,277,430,246,426,1,34
3883470,3881988,273,427,246,426,1,34
3881988,3883881,277,430,246,426,1,34
3883881,3881988,277,431,246,426,1,34
3881988,3883931,277,430,246,426,1,34
3883931,3881988,277,431,246,426,1,34
3881988,3885778,277,430,246,426,1,34
3885778,3881988,277,433,246,426,1,34
3881988,0,277,430,0,0,1,486
0,3881988,0,0,246,426,1,486
3882949,3877977,273,434,246,426,1,28
3877977,3882949,276,426,246,426,1,28
3882949,3881988,273,434,246,426,1,28
3881988,3882949,277,430,246,426,1,28
3882949,3883251,273,434,246,426,1,28
3883251,3882949,273,427,246,426,1,28
3882949,3883470,273,434,246,426,1,28
3883470,3882949,273,427,246,426,1,28
3882949,3883881,273,434,246,426,1,28
3883881,3882949,277,431,246,426,1,28
3882949,3883931,273,434,246,426,1,28
3883931,3882949,277,431,246,426,1,28
3882949,3885778,273,434,246,426,1,28
3885778,3882949,277,433,246,426,1,28
3882949,0,273,434,0,0,1,475
0,3882949,0,0,246,426,1,475
3883251,3877977,273,427,246,426,1,28
3877977,3883251,276,426,246,426,1,28
3883251,3881988,273,427,246,426,1,28
3881988,3883251,277,430,246,426,1,28
3883251,3882949,273,427,246,426,1,28
3882949,3883251,273,434,246,426,1,28
3883251,3883470,273,427,246,426,1,28
3883470,3883251,273,427,246,426,1,28
3883251,3883881,273,427,246,426,1,28
3883881,3883251,277,431,246,426,1,28
3883251,3883931,273,427,246,426,1,28
3883931,3883251,277,431,246,426,1,28
3883251,3885778,273,427,246,426,1,28
3885778,3883251,277,433,246,426,1,28
3883251,0,273,427,0,0,1,474
0,3883251,0,0,246,426,1,474
3883470,3877977,273,427,246,426,1,28
3877977,3883470,276,426,246,426,1,28
3883470,3881988,273,427,246,426,1,28
3881988,3883470,277,430,246,426,1,28
3883470,3882949,273,427,246,426,1,28
3882949,3883470,273,434,246,426,1,28
3883470,3883251,273,427,246,426,1,28
3883251,3883470,273,427,246,426,1,28
3883470,3883881,273,427,246,426,1,28
3883881,3883470,277,431,246,426,1,28
3883470,3883931,273,427,246,426,1,28
3883931,3883470,277,431,246,426,1,28
3883470,3885778,273,427,246,426,1,28
3885778,3883470,277,433,246,426,1,28
3883470,0,273,427,0,0,1,474
0,3883470,0,0,246,426,1,474
3883881,3877977,277,431,246,426,1,34
3877977,3883881,276,426,246,426,1,34
3883881,3881988,277,431,246,426,1,34
3881988,3883881,277,430,246,426,1,34
3883881,3882949,277,431,246,426,1,34
3882949,3883881,273,434,246,426,1,34
3883881,3883251,277,431,246,426,1,34
3883251,3883881,273,427,246,426,1,34
3883881,3883470,277,431,246,426,1,34
3883470,3883881,273,427,246,426,1,34
3883881,3883931,277,431,246,426,1,34
3883931,3883881,277,431,246,426,1,34
3883881,3885778,277,431,246,426,1,34
3885778,3883881,277,433,246,426,1,34
3883881,0,277,431,0,0,1,487
0,3883881,0,0,246,426,1,487
3883931,3877977,277,431,246,426,1,34
3877977,3883931,276,426,246,426,1,34
3883931,3881988,277,431,246,426,1,34
3881988,3883931,277,430,246,426,1,34
3883931,3882949,277,431,246,426,1,34
3882949,3883931,273,434,246,426,1,34
3883931,3883251,277,431,246,426,1,34
3883251,3883931,273,427,246,426,1,34
3883931,3883470,277,431,246,426,1,34
3883470,3883931,273,427,246,426,1,34
3883931,3883881,277,431,246,426,1,34
3883881,3883931,277,431,246,426,1,34
3883931,3885778,277,431,246,426,1,34
3885778,3883931,277,433,246,426,1,34
3883931,0,277,431,0,0,1,487
0,3883931,0,0,246,426,1,487
3885778,3877977,277,433,246,426,1,33
3877977,3885778,276,426,246,426,1,33
3885778,3881988,277,433,246,426,1,33
3881988,3885778,277,430,246,426,1,33
3885778,3882949,277,433,246,426,1,33
3882949,3885778,273,434,246,426,1,33
3885778,3883251,277,433,246,426,1,33
