CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3878852,3878858,401,412,281,476,1,183
3878858,3878852,401,412,281,476,1,183
3878852,3878876,401,412,281,476,1,183
3878876,3878852,401,412,281,476,1,183
3878852,3878908,401,412,281,476,1,183
3878908,3878852,401,417,281,476,1,183
3878852,3878917,401,412,281,476,1,183
3878917,3878852,401,417,281,476,1,183
3878852,3878979,401,412,281,476,1,183
3878979,3878852,401,417,281,476,1,183
3878852,3878993,401,412,281,476,1,183
3878993,3878852,401,417,281,476,1,183
3878852,3883852,401,412,280,470,1,188
3883852,3878852,401,412,281,476,1,188
3878852,3890449,401,412,280,470,1,188
3890449,3878852,401,410,281,476,1,188
3878852,0,401,412,0,0,1,595
0,3878852,0,0,281,476,1,595
3878858,3878852,401,412,281,476,1,183
3878852,3878858,401,412,281,476,1,183
3878858,3878876,401,412,281,476,1,183
3878876,3878858,401,412,281,476,1,183
3878858,3878908,401,412,281,476,1,183
3878908,3878858,401,417,281,476,1,183
3878858,3878917,401,412,281,476,1,183
3878917,3878858,401,417,281,476,1,183
3878858,3878979,401,412,281,476,1,183
3878979,3878858,401,417,281,476,1,183
3878858,3878993,401,412,281,476,1,183
3878993,3878858,401,417,281,476,1,183
3878858,3883852,401,412,280,470,1,188
3883852,3878858,401,412,281,476,1,188
3878858,3890449,401,412,280,470,1,188
3890449,3878858,401,410,281,476,1,188
3878858,0,401,412,0,0,1,595
0,3878858,0,0,281,476,1,595
3878876,3878852,401,412,281,476,1,183
3878852,3878876,401,412,281,476,1,183
3878876,3878858,401,412,281,476,1,183
3878858,3878876,401,412,281,476,1,183
3878876,3878908,401,412,281,476,1,183
3878908,3878876,401,417,281,476,1,183
3878876,3878917,401,412,281,476,1,183
3878917,3878876,401,417,281,476,1,183
3878876,3878979,401,412,281,476,1,183
3878979,3878876,401,417,281,476,1,183
3878876,3878993,401,412,281,476,1,183
3878993,3878876,401,417,281,476,1,183
3878876,3883852,401,412,280,470,1,188
3883852,3878876,401,412,281,476,1,188
3878876,3890449,401,412,280,470,1,188
3890449,3878876,401,410,281,476,1,188
3878876,0,401,412,0,0,1,595
0,3878876,0,0,281,476,1,595
3878908,3878852,401,417,281,476,1,178
3878852,3878908,401,412,281,476,1,178
3878908,3878858,401,417,281,476,1,178
3878858,3878908,401,412,281,476,1,178
3878908,3878876,401,417,281,476,1,178
3878876,3878908,401,412,281,476,1,178
3878908,3878917,401,417,281,476,1,178
3878917,3878908,401,417,281,476,1,178
3878908,3878979,401,417,281,476,1,178
3878979,3878908,401,417,281,476,1,178
3878908,3878993,401,417,281,476,1,178
3878993,3878908,401,417,281,476,1,178
3878908,3883852,401,417,280,470,1,183
3883852,3878908,401,412,281,476,1,183
3878908,3890449,401,417,280,470,1,183
3890449,3878908,401,410,281,476,1,183
3878908,0,401,417,0,0,1,600
0,3878908,0,0,281,476,1,600
3878917,3878852,401,417,281,476,1,178
3878852,3878917,401,412,281,476,1,178
3878917,3878858,401,417,281,476,1,178
3878858,3878917,401,412,281,476,1,178
3878917,3878876,401,417,281,476,1,178
3878876,3878917,401,412,281,476,1,178
3878917,3878908,401,417,281,476,1,178
3878908,3878917,401,417,281,476,1,178
3878917,3878979,401,417,281,476,1,178
3878979,3878917,401,417,281,476,1,178
3878917,3878993,401,417,281,476,1,178
3878993,3878917,401,417,281,476,1,178
3878917,3883852,401,417,280,470,1,183
3883852,3878917,401,412,281,476,1,183
3878917,3890449,401,417,280,470,1,183
3890449,3878917,401,410,281,476,1,183
3878917,0,401,417,0,0,1,600
0,3878917,0,0,281,476,1,600
3878979,3878852,401,417,281,476,1,178
3878852,3878979,401,412,281,476,1,178
3878979,3878858,401,417,281,476,1,178
3878858,3878979,401,412,281,476,1,178
3878979,3878876,401,417,281,476,1,178
3878876,3878979,401,412,281,476,1,178
3878979,3878908,401,417,281,476,1,178
3878908,3878979,401,417,281,476,1,178
3878979,3878917,401,417,281,476,1,178
3878917,3878979,401,417,281,476,1,178
3878979,3878993,401,417,281,476,1,178
3878993,3878979,401,417,281,476,1,178
3878979,3883852,401,417,280,470,1,183
3883852,3878979,401,412,281,476,1,183
3878979,3890449,401,417,280,470,1,183
3890449,3878979,401,410,281,476,1,183
3878979,0,401,417,0,0,1,600
0,3878979,0,0,281,476,1,600
3878993,3878852,401,417,281,476,1,178
3878852,3878993,401,412,281,476,1,178
3878993,3878858,401,417,281,476,1,178
3878858,3878993,401,412,281,476,1,178
3878993,3878876,401,417,281,476,1,178
3878876,3878993,401,412,281,476,1,178
3878993,3878908,401,417,281,476,1,178
3878908,3878993,401,417,281,476,1,178
3878993,3878917,401,417,281,476,1,178
3878917,3878993,401,417,281,476,1,178
3878993,3878979,401,417,281,476,1,178
3878979,3878993,401,417,281,476,1,178
3878993,3883852,401,417,280,470,1,183
3883852,3878993,401,412,281,476,1,183
3878993,3890449,401,417,280,470,1,183
3890449,3878993,401,410,281,476,1,183
3878993,0,401,417,0,0,1,600
0,3878993,0,0,281,476,1,600
3883852,3878852,401,412,281,476,1,183
3878852,3883852,401,412,280,470,1,183
3883852,3878858,401,412,281,476,1,183
3878858,3883852,401,412,280,470,1,183
3883852,3878876,401,412,281,476,1,183
3878876,3883852,401,412,280,470,1,183
3883852,3878908,401,412,281,476,1,183
3878908,3883852,401,417,280,470,1,183
