CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3881330,3881335,261,437,194,438,1,108
3881335,3881330,261,437,194,438,1,108
3881330,3881114,261,437,183,438,1,122
3881114,3881330,281,426,194,438,1,122
3881330,0,261,437,0,0,1,453
0,3881330,0,0,194,438,1,453
3881335,3881330,261,437,194,438,1,108
3881330,3881335,261,437,194,438,1,108
3881335,3881114,261,437,183,438,1,122
3881114,3881335,281,426,194,438,1,122
3881335,0,261,437,0,0,1,453
0,3881335,0,0,194,438,1,453
3881114,3881330,281,426,194,438,1,117
3881330,3881114,261,437,183,438,1,117
3881114,3881335,281,426,194,438,1,117
3881335,3881114,261,437,183,438,1,117
3881114,0,281,426,0,0,1,485
0,3881114,0,0,183,438,1,485
0,3881330,0,0,194,438,1,446
3881330,0,261,437,0,0,1,446
0,3881335,0,0,194,438,1,446
3881335,0,261,437,0,0,1,446
0,3881114,0,0,183,438,1,456
3881114,0,281,426,0,0,1,456
