CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3878970,3880393,1,230,242,416,1,274
3880393,3878970,1,230,242,416,1,274
3878970,3880801,1,230,242,416,1,274
3880801,3878970,1,230,242,416,1,274
3878970,3884027,1,230,242,416,1,274
3884027,3878970,1,230,242,416,1,274
3878970,3887105,1,230,242,416,1,274
3887105,3878970,1,230,242,416,1,274
3878970,3887310,1,230,242,416,1,274
3887310,3878970,1,230,242,416,1,274
3878970,3890350,1,230,242,416,1,274
3890350,3878970,1,230,242,416,1,274
3878970,0,1,230,0,0,1,229
0,3878970,0,0,242,416,1,229
3880393,3878970,1,230,242,416,1,274
3878970,3880393,1,230,242,416,1,274
3880393,3880801,1,230,242,416,1,274
3880801,3880393,1,230,242,416,1,274
3880393,3884027,1,230,242,416,1,274
3884027,3880393,1,230,242,416,1,274
3880393,3887105,1,230,242,416,1,274
3887105,3880393,1,230,242,416,1,274
3880393,3887310,1,230,242,416,1,274
3887310,3880393,1,230,242,416,1,274
3880393,3890350,1,230,242,416,1,274
3890350,3880393,1,230,242,416,1,274
3880393,0,1,230,0,0,1,229
0,3880393,0,0,242,416,1,229
3880801,3878970,1,230,242,416,1,274
3878970,3880801,1,230,242,416,1,274
3880801,3880393,1,230,242,416,1,274
3880393,3880801,1,230,242,416,1,274
3880801,3884027,1,230,242,416,1,274
3884027,3880801,1,230,242,416,1,274
3880801,3887105,1,230,242,416,1,274
3887105,3880801,1,230,242,416,1,274
3880801,3887310,1,230,242,416,1,274
3887310,3880801,1,230,242,416,1,274
3880801,3890350,1,230,242,416,1,274
3890350,3880801,1,230,242,416,1,274
3880801,0,1,230,0,0,1,229
0,3880801,0,0,242,416,1,229
3884027,3878970,1,230,242,416,1,274
3878970,3884027,1,230,242,416,1,274
3884027,3880393,1,230,242,416,1,274
3880393,3884027,1,230,242,416,1,274
3884027,3880801,1,230,242,416,1,274
3880801,3884027,1,230,242,416,1,274
3884027,3887105,1,230,242,416,1,274
3887105,3884027,1,230,242,416,1,274
3884027,3887310,1,230,242,416,1,274
3887310,3884027,1,230,242,416,1,274
3884027,3890350,1,230,242,416,1,274
3890350,3884027,1,230,242,416,1,274
3884027,0,1,230,0,0,1,229
0,3884027,0,0,242,416,1,229
3887105,3878970,1,230,242,416,1,274
3878970,3887105,1,230,242,416,1,274
3887105,3880393,1,230,242,416,1,274
3880393,3887105,1,230,242,416,1,274
3887105,3880801,1,230,242,416,1,274
3880801,3887105,1,230,242,416,1,274
3887105,3884027,1,230,242,416,1,274
3884027,3887105,1,230,242,416,1,274
3887105,3887310,1,230,242,416,1,274
3887310,3887105,1,230,242,416,1,274
3887105,3890350,1,230,242,416,1,274
3890350,3887105,1,230,242,416,1,274
3887105,0,1,230,0,0,1,229
0,3887105,0,0,242,416,1,229
3887310,3878970,1,230,242,416,1,274
3878970,3887310,1,230,242,416,1,274
3887310,3880393,1,230,242,416,1,274
3880393,3887310,1,230,242,416,1,274
3887310,3880801,1,230,242,416,1,274
3880801,3887310,1,230,242,416,1,274
3887310,3884027,1,230,242,416,1,274
3884027,3887310,1,230,242,416,1,274
3887310,3887105,1,230,242,416,1,274
3887105,3887310,1,230,242,416,1,274
3887310,3890350,1,230,242,416,1,274
3890350,3887310,1,230,242,416,1,274
3887310,0,1,230,0,0,1,229
0,3887310,0,0,242,416,1,229
3890350,3878970,1,230,242,416,1,274
3878970,3890350,1,230,242,416,1,274
3890350,3880393,1,230,242,416,1,274
3880393,3890350,1,230,242,416,1,274
3890350,3880801,1,230,242,416,1,274
3880801,3890350,1,230,242,416,1,274
3890350,3884027,1,230,242,416,1,274
3884027,3890350,1,230,242,416,1,274
3890350,3887105,1,230,242,416,1,274
3887105,3890350,1,230,242,416,1,274
3890350,3887310,1,230,242,416,1,274
3887310,3890350,1,230,242,416,1,274
3890350,0,1,230,0,0,1,229
0,3890350,0,0,242,416,1,229
0,3878970,0,0,242,416,1,421
3878970,0,1,230,0,0,1,421
0,3880393,0,0,242,416,1,421
3880393,0,1,230,0,0,1,421
0,3880801,0,0,242,416,1,421
3880801,0,1,230,0,0,1,421
0,3884027,0,0,242,416,1,421
3884027,0,1,230,0,0,1,421
0,3887105,0,0,242,416,1,421
3887105,0,1,230,0,0,1,421
0,3887310,0,0,242,416,1,421
3887310,0,1,230,0,0,1,421
0,3890350,0,0,242,416,1,421
3890350,0,1,230,0,0,1,421
