CD_ORDER,CD_MISSION,NM_PRIORITY,TP_MISSION,DSC_MISSION,UDC,OID_STACKED_UDC,OID_FORKLIFT,FROM_X,FROM_Y,FROM_Z,AREA_FROM,TP_AREA_FROM,DSC_AREA_FROM,BEAM_FROM,AREA_TO,TP_AREA_TO,DSC_AREA_TO,BEAM_TO,TO_X,TO_Y,TO_Z,DT_INSERT,DT_START,DT_UPDATE,DIFF,OID_ORDER_R_BEAM,OID_ORDER,OID_ORDER_R,OID_ARTICLE,OID_BATCH,QTY_TO_PICK,NM_ENTIRE,NM_TOTAL,CD_ARTICLE,DSC_ARTICLE,WEIGHT,HEIGHT,TP_UDC,DT_READY_TO_GO,DIFF_READY_TO_GO,DISTANCE
2562118612,"3,882,290",6,61,POSIZIONAMENTO DA STOCK A PICK_FTR,1,"3,776,038",45,260,900,0,M1-K1I-01,STOCK,PIAZZALE LATO SUD,10,M1-PIK-P10,PICK_FTR,PICKING MANUALE M1,1,236,747,0,10/25/2022 19:21:53,10/25/2022 19:28:13,10/26/2022 05:15:25,587,"1,378,344","1,303,833","40,279,576","1,728,467","230,179",1,0,1,765414,ONYX&MORE SILVER BLEND GLOS 80X180 RET,0,480,4,10/26/2022 05:13:01,585,232
2562116593,"3,883,060",6,60,POSIZIONAMENTO INTERI,1,"3,777,256",45,255,913,0,M1-K1H-01,STOCK,PIAZZALE LATO SUD,17,M1-BO-182,S_CA,BOX PRONTI CAMION,5,201,724,0,10/26/2022 05:28:27,10/26/2022 10:46:06,10/26/2022 11:05:10,19,"1,378,891","1,301,627","40,275,660","1,154,429","183,874",0,1,1,756198,STONES 2.0 ARABESC.WHITE MATTE 80X180 RT,"2,690",,4,10/26/2022 11:03:30,17,239
2562116593,"3,883,061",6,60,POSIZIONAMENTO INTERI,2,"3,777,269",45,270,891,0,M1-K1L-01,STOCK,PIAZZALE LATO SUD,7,M1-BO-182,S_CA,BOX PRONTI CAMION,1,210,724,0,10/26/2022 05:28:28,10/26/2022 11:05:13,10/26/2022 11:11:35,6,"1,378,893","1,301,627","40,275,660","1,154,429","183,874",0,2,2,756198,STONES 2.0 ARABESC.WHITE MATTE 80X180 RT,"2,690",,4,10/26/2022 11:08:33,3,230
2562116593,"3,883,062",6,60,POSIZIONAMENTO INTERI,2,"3,779,584",45,275,891,0,M1-K1M-01,STOCK,PIAZZALE LATO SUD,14,M1-BO-182,S_CA,BOX PRONTI CAMION,1,210,724,0,10/26/2022 05:28:28,10/27/2022 06:47:28,10/27/2022 06:57:21,10,"1,378,892","1,301,627","40,275,660","1,154,429","183,874",0,2,2,756198,STONES 2.0 ARABESC.WHITE MATTE 80X180 RT,"2,690",,4,10/27/2022 06:51:19,4,235
2562115465,"3,886,799",6,61,POSIZIONAMENTO DA STOCK A PICK_FTR,1,"3,779,757",45,260,906,0,M1-K1I-01,STOCK,PIAZZALE LATO SUD,7,M1-PICK-P9,PICK_FTR,PICKING MANUALE M1,1,233,747,0,10/27/2022 07:41:09,10/27/2022 07:41:09,10/27/2022 07:56:50,16,"1,379,979","1,305,033","40,281,523","1,485,725","195,566",3,0,1,761660,ETOILE TROPICAL MAT 80x180 RET,0,480,4,10/27/2022 07:55:12,14,281
2562116589,"3,887,123",6,60,POSIZIONAMENTO INTERI,2,"3,780,034",45,276,910,0,M1-K1M-01,STOCK,PIAZZALE LATO SUD,5,M1-BO-181,S_CO,BOX PRONTI CONTAINER,3,215,723,0,10/27/2022 09:59:03,10/27/2022 10:01:19,10/27/2022 10:13:21,12,"1,379,212","1,301,626","40,275,659","1,154,429","183,874",0,21,21,756198,STONES 2.0 ARABESC.WHITE MATTE 80X180 RT,"2,690",,4,10/27/2022 10:03:28,2,398
2562116589,"3,887,140",6,60,POSIZIONAMENTO INTERI,2,"3,780,053",45,276,910,0,M1-K1M-01,STOCK,PIAZZALE LATO SUD,5,M1-BO-181,S_CO,BOX PRONTI CONTAINER,3,215,723,0,10/27/2022 10:03:42,10/27/2022 10:13:23,10/27/2022 10:17:20,4,"1,379,212","1,301,626","40,275,659","1,154,429","183,874",0,21,21,756198,STONES 2.0 ARABESC.WHITE MATTE 80X180 RT,"2,690",,4,10/27/2022 10:14:52,1,398
2562116589,"3,887,164",6,60,POSIZIONAMENTO INTERI,2,"3,780,067",45,276,910,0,M1-K1M-01,STOCK,PIAZZALE LATO SUD,5,M1-BO-181,S_CO,BOX PRONTI CONTAINER,3,215,723,0,10/27/2022 10:15:01,10/27/2022 10:17:23,10/27/2022 10:22:05,5,"1,379,212","1,301,626","40,275,659","1,154,429","183,874",0,21,21,756198,STONES 2.0 ARABESC.WHITE MATTE 80X180 RT,"2,690",,4,10/27/2022 10:20:09,3,398
2562116589,"3,887,179",6,60,POSIZIONAMENTO INTERI,2,"3,780,081",45,276,910,0,M1-K1M-01,STOCK,PIAZZALE LATO SUD,5,M1-BO-181,S_CO,BOX PRONTI CONTAINER,3,215,723,0,10/27/2022 10:20:11,10/27/2022 10:22:08,10/27/2022 10:27:05,5,"1,379,212","1,301,626","40,275,659","1,154,429","183,874",0,21,21,756198,STONES 2.0 ARABESC.WHITE MATTE 80X180 RT,"2,690",,4,10/27/2022 10:23:50,2,398
2562119601,"3,889,533",6,61,POSIZIONAMENTO DA STOCK A PICK_FTR,1,"3,782,262",45,259,883,0,M1-K1I-01,STOCK,PIAZZALE LATO SUD,18,M1-PICK-P9,PICK_FTR,PICKING MANUALE M1,1,233,747,0,10/28/2022 06:30:10,10/28/2022 06:30:11,10/28/2022 06:44:07,14,"1,380,248","1,304,965","40,281,417","187,559","435,963",6,0,1,741865,"WOODEN ALMOND 26,5X180 RET",563,399,4,10/28/2022 06:42:14,12,217
