CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3879799,3879821,278,443,156,260,1,230
3879821,3879799,278,443,156,260,1,230
3879799,3879841,278,443,156,260,1,230
3879841,3879799,278,448,156,260,1,230
3879799,0,278,443,0,0,1,475
0,3879799,0,0,156,260,1,475
3879821,3879799,278,443,156,260,1,230
3879799,3879821,278,443,156,260,1,230
3879821,3879841,278,443,156,260,1,230
3879841,3879821,278,448,156,260,1,230
3879821,0,278,443,0,0,1,475
0,3879821,0,0,156,260,1,475
3879841,3879799,278,448,156,260,1,230
3879799,3879841,278,443,156,260,1,230
3879841,3879821,278,448,156,260,1,230
3879821,3879841,278,443,156,260,1,230
3879841,0,278,448,0,0,1,475
0,3879841,0,0,156,260,1,475
0,3879799,0,0,156,260,1,263
3879799,0,278,443,0,0,1,263
0,3879821,0,0,156,260,1,263
3879821,0,278,443,0,0,1,263
0,3879841,0,0,156,260,1,263
3879841,0,278,448,0,0,1,263
