CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3873629,3882149,365,417,133,184,1,376
3882149,3873629,358,417,132,187,1,376
3873629,3885348,365,417,130,186,1,374
3885348,3873629,355,426,132,187,1,374
3873629,3885305,365,417,132,187,1,374
3885305,3873629,361,425,132,187,1,374
3873629,3885363,365,417,127,184,1,380
3885363,3873629,360,425,132,187,1,380
3873629,3885303,365,417,129,184,1,378
3885303,3873629,355,426,132,187,1,378
3873629,3888286,365,417,126,183,1,381
3888286,3873629,358,417,132,187,1,381
3873629,0,365,417,0,0,1,562
0,3873629,0,0,132,187,1,562
3882149,3873629,358,417,132,187,1,373
3873629,3882149,365,417,133,184,1,373
3882149,3885348,358,417,130,186,1,373
3885348,3882149,355,426,133,184,1,373
3882149,3885305,358,417,132,187,1,373
3885305,3882149,361,425,133,184,1,373
3882149,3885363,358,417,127,184,1,379
3885363,3882149,360,425,133,184,1,379
3882149,3885303,358,417,129,184,1,377
3885303,3882149,355,426,133,184,1,377
3882149,3888286,358,417,126,183,1,380
3888286,3882149,358,417,133,184,1,380
3882149,0,358,417,0,0,1,561
0,3882149,0,0,133,184,1,561
3885348,3873629,355,426,132,187,1,369
3873629,3885348,365,417,130,186,1,369
3885348,3882149,355,426,133,184,1,372
3882149,3885348,358,417,130,186,1,372
3885348,3885305,355,426,132,187,1,369
3885305,3885348,361,425,130,186,1,369
3885348,3885363,355,426,127,184,1,375
3885363,3885348,360,425,130,186,1,375
3885348,3885303,355,426,129,184,1,373
3885303,3885348,355,426,130,186,1,373
3885348,3888286,355,426,126,183,1,376
3888286,3885348,358,417,130,186,1,376
3885348,0,355,426,0,0,1,558
0,3885348,0,0,130,186,1,558
3885305,3873629,361,425,132,187,1,379
3873629,3885305,365,417,132,187,1,379
3885305,3882149,361,425,133,184,1,381
3882149,3885305,358,417,132,187,1,381
3885305,3885348,361,425,130,186,1,379
3885348,3885305,355,426,132,187,1,379
3885305,3885363,361,425,127,184,1,385
3885363,3885305,360,425,132,187,1,385
3885305,3885303,361,425,129,184,1,383
3885303,3885305,355,426,132,187,1,383
3885305,3888286,361,425,126,183,1,386
3888286,3885305,358,417,132,187,1,386
3885305,0,361,425,0,0,1,567
0,3885305,0,0,132,187,1,567
3885363,3873629,360,425,132,187,1,379
3873629,3885363,365,417,127,184,1,379
3885363,3882149,360,425,133,184,1,381
3882149,3885363,358,417,127,184,1,381
3885363,3885348,360,425,130,186,1,379
3885348,3885363,355,426,127,184,1,379
3885363,3885305,360,425,132,187,1,379
3885305,3885363,361,425,127,184,1,379
3885363,3885303,360,425,129,184,1,383
3885303,3885363,355,426,127,184,1,383
3885363,3888286,360,425,126,183,1,386
3888286,3885363,358,417,127,184,1,386
3885363,0,360,425,0,0,1,567
0,3885363,0,0,127,184,1,567
3885303,3873629,355,426,132,187,1,369
3873629,3885303,365,417,129,184,1,369
3885303,3882149,355,426,133,184,1,372
3882149,3885303,358,417,129,184,1,372
3885303,3885348,355,426,130,186,1,369
3885348,3885303,355,426,129,184,1,369
3885303,3885305,355,426,132,187,1,369
3885305,3885303,361,425,129,184,1,369
3885303,3885363,355,426,127,184,1,375
3885363,3885303,360,425,129,184,1,375
3885303,3888286,355,426,126,183,1,376
3888286,3885303,358,417,129,184,1,376
3885303,0,355,426,0,0,1,558
0,3885303,0,0,129,184,1,558
3888286,3873629,358,417,132,187,1,373
3873629,3888286,365,417,126,183,1,373
3888286,3882149,358,417,133,184,1,375
3882149,3888286,358,417,126,183,1,375
3888286,3885348,358,417,130,186,1,373
3885348,3888286,355,426,126,183,1,373
3888286,3885305,358,417,132,187,1,373
3885305,3888286,361,425,126,183,1,373
3888286,3885363,358,417,127,184,1,379
3885363,3888286,360,425,126,183,1,379
3888286,3885303,358,417,129,184,1,377
3885303,3888286,355,426,126,183,1,377
3888286,0,358,417,0,0,1,561
0,3888286,0,0,126,183,1,561
0,3873629,0,0,132,187,1,190
3873629,0,365,417,0,0,1,190
0,3882149,0,0,133,184,1,187
3882149,0,358,417,0,0,1,187
0,3885348,0,0,130,186,1,190
3885348,0,355,426,0,0,1,190
0,3885305,0,0,132,187,1,190
3885305,0,361,425,0,0,1,190
0,3885363,0,0,127,184,1,187
3885363,0,360,425,0,0,1,187
0,3885303,0,0,129,184,1,187
3885303,0,355,426,0,0,1,187
0,3888286,0,0,126,183,1,186
3888286,0,358,417,0,0,1,186
