CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3880082,3888272,246,315,228,271,1,56
3888272,3880082,250,325,228,276,1,56
3880082,3889493,246,315,228,271,1,56
3889493,3880082,250,325,228,276,1,56
3880082,3889524,246,315,228,271,1,56
3889524,3880082,250,325,228,276,1,56
3880082,0,246,315,0,0,1,342
0,3880082,0,0,228,276,1,342
3888272,3880082,250,325,228,276,1,54
3880082,3888272,246,315,228,271,1,54
3888272,3889493,250,325,228,271,1,59
3889493,3888272,250,325,228,271,1,59
3888272,3889524,250,325,228,271,1,59
3889524,3888272,250,325,228,271,1,59
3888272,0,250,325,0,0,1,345
0,3888272,0,0,228,271,1,345
3889493,3880082,250,325,228,276,1,54
3880082,3889493,246,315,228,271,1,54
3889493,3888272,250,325,228,271,1,59
3888272,3889493,250,325,228,271,1,59
3889493,3889524,250,325,228,271,1,59
3889524,3889493,250,325,228,271,1,59
3889493,0,250,325,0,0,1,345
0,3889493,0,0,228,271,1,345
3889524,3880082,250,325,228,276,1,54
3880082,3889524,246,315,228,271,1,54
3889524,3888272,250,325,228,271,1,59
3888272,3889524,250,325,228,271,1,59
3889524,3889493,250,325,228,271,1,59
3889493,3889524,250,325,228,271,1,59
3889524,0,250,325,0,0,1,345
0,3889524,0,0,228,271,1,345
0,3880082,0,0,228,276,1,283
3880082,0,246,315,0,0,1,283
0,3888272,0,0,228,271,1,278
3888272,0,250,325,0,0,1,278
0,3889493,0,0,228,271,1,278
3889493,0,250,325,0,0,1,278
0,3889524,0,0,228,271,1,278
3889524,0,250,325,0,0,1,278
